Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",hirdawati,5,One of the best buffet ala carte dinner we ever had during this covid19 period. We were served non stop with all the dishes. There were oysters and sashimi were served unlimited. The desserts were awesome too! Recommended!
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Ktulu1511,5,"Great service by server Asmadi , friendly staff and helpful.He is very patient with our orders and request."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Nettelyc,5,"Warm ambience and delicious food! Well-managed given current restrictions. Staff were friendly, accommodating and worked hard to fulfil our orders (still a buffet, but a la carte ordering). Well done!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",nicklong359,4,"Food was excellent, service was friendly, if not a bit delayed at times. Hot appetisers in the platter may have been a bit much to start with. All round, great experience."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Mrlobaloba83,5,"Had a wonderful dinner here. Not the first & definitely not the last. Superb service by one of the staff, Asmadi. Warm, friendly and amazing. Halal also!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",tlcclq,5,"It is my second time here and the service provided by Asmadi and team is excellent. Better than I had expected. Very attentive and prompt in their services. Even though it is covid times, their service level had not dropped. Even the receiving staff was More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",LisaValencia13,5,"Asmadi and Azrul has been wonderful in serving our needs despite the high traffic in the restaurant. Very warm, welcoming & friendly! Very attentive to our needs. We enjoyed our experience at the Asian Market Cafe. Will definitely be a repeat customer and recommend to More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",josxxvii,5,"Extremely good service with variety of food selection, service for birthday was fantastic with unique birthday song, thanks for making our night!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Bryantxq098,5,"Thanks for Mr Asmadi unique birthday song, he deserve a mic🤪 food was good, staff were all very friendly"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",euphoric16,5,"Excellent service from the AMC staff, in particular Mr Asmadi & Mr Arul! Thank you Mr Asmadi for the creative Happy Birthday song. That was a truly surprising birthday wish which I had received to the beat of Queen’s We Will Rock You! Kudos to More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Oh E,5,"best service, good food and awsome atmosphere. Was having Lunch with colleagues. 
1) Food was served hot, onnce ordered, the food is prepared and served to you wthin minutes, great! 

2) Staff was attentive and always there to attend to our needs, we was served More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",MirraJ,3,"1. Service was excellent by Asmadi, and the rest of the sfaffs who was on duty, on that day, he was very welcoming, attentive and friendly.

2. But I will give a 2.5 stars for food, it doesn’t worth the money, for what I paid, More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Luiz_Zamarez,5,"Great service by all the staffs, very approachable & friendly! Always ready to serve when being called! Food portion is just nice & there are a variety of food too! Good place to dine with loved ones!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Arilhero,5,"Service:
Visited today, with my sibblings and the service was good. One of the staff Mr Asmadi was very accommodating and very friendly too. The other staff that served were also very friendly and kept doing rounds ensuring diners needs are well taken care of ."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Takoyakiiiii,4,"Nice place, good service, big portions. We wanted to add things that we love but we were too full to do so 😅"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Frecklesost,5,Waiter Asmadi is very friendly and helpful with our orders. Service is good and food portion is great. Definitely recommending this place to my friends and family.
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",rdnashkn,5,Good was nice. Served to us cause of covid. Small portions for all but very filling. Went during lunchtime and took our time to finish the food. Staffs are friendly too. Service time was fine. Good job and kudos to Mr Aswadi & team ◡̈
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",crimson93,5,"We came here for my sister’s celebration and we would like to give our special thanks to Asmadi, for his excellent service and welcoming us warmly. He gave a pleasant surprise singing the birthday song too! Thank you so much will look forward to the More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Hasofnat,5,We had an amazing lunch at AMC. Special mention to Asmadi for such an entertaining and dedicated staff! Keep it up!
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Paklorah,4,"Good place for dinner especially attended by Mr. Asmadi. My tummy full not because of the food (actually food fantastic) but non stop laughter between Mr. Asmadi and myself, full of jokes."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",ViolaSingapore,5,"As Accor Plus member. We come to Asian Market Cafe quite frequently for the dining benefits. We came here this time  for the Festive Ala Cart Buffet Dinner.  The buffet was served by the friendly staff.    They are very prompt to our request, especially Mr More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Rararara123,5,"Good foods and service provided. 
Thank u Asmadi for serving the foods and update us on the foods that available."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",580DannyC,5,Mr Asmadi was very polite. He will keep asking us whether do we need any more foods or others services. Nice man. And he also guide the younger colleagues nicely and with patience.
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Asyiha123,5,"Very delicious  good service. One of the staff, Asmadi, was very attentive to our request and prompt deliverance. Good job!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Azizah0712,5,The food delicious.. dinner buffet serving during covid.. waiter Asmadi is Friendly when serve our food.. Recommend to all..
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",266stepheny,5,Was served by Asmadi. Great service and friendly attitude. Food was ok. Selection was good. Rest of the service staff was great too.
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",ashielan,5,We had a wonderful time at the restaurant. We didn’t make a reservation but the restaurant managed to accommodate us. Service was awesome (especially a server named Asmadi) & the food was great.
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",NyayiRonggeng,5,"Even though the buffet is served to us at the table, the choice for December promotion buffet is still value for money, no food wastage as covid-19 pandemic bring a different ways of eating buffet. There are oysters (total 10 pcs for two adults), turkey More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Mayoyoye,4,"The waiter, Mr Asmadi is very helpful. However, the food for me is just so so. Personally I feel like they should not serve the appetizer/side dish as a set. A lot of food wastage. Diner should be given a choice on what food they More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Alpiano94,5,"Went here and the service is wonderful. Fast and efficient. The server Mr Asmadi especially are very helpful explaining the food and dishes that comes. However since we are not allow to pick our food, there were alot of waste. I recommend that maybe we More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",H3116JHalanc,5,Came for lunch with my wife and good friend. Very good quality and excellent service. Will definitely visit again.
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Khairul12345,5,"Food is excellent and presentable. Ismadi is very attentive, entertaining, friendly, best rare customer service."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Florence5555555555,5,"Will come by for buffet again, thought it wouldn’t be a gd experience as we arent able to self serve, but it was very good dining experience and i prefer this style of buffet more! Safe and clean for all diners. Franz delivered great service More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Lee S,5,"Brought my mom here for lunch buffet. Food is food for Asian Chinese tastebud. Waiter called Asmadi provided us with excellent service, explained how the buffet works and all. Amazing service."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",407ahmads,5,"The food was delicious. Good spread. We love the ambience. However, it would be better if the food was served based on what we ordered. This in help to reduce food wastage. All the staff were polite and friendly. Great job."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Mer0818,5,Wonderful dinner experience with great variety of food and attentive staff in particular Asmadi and Franz 👍🏻👍🏻👍🏻
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",machdayrit,5,"The food is top notch, and the service of the staff adds fun in your dining experience. Thank you Franz and Asmadi!"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Souperman14,4,"Festive ala carte buffet was nice, some fixed dishes served at the table complete with warmer. 

Franz was attending and I didn’t get the roti prata chef’s name but he was so kind, entertaining my son’s antics and giving him his food ordered from afar More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Huaearng,5,"Excellent service rendered by Arul..sumptuous foods..
Nice ambience. Environment Suitable for children.."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",HyderMohd,5,"We visited this joint for a buffet during COVID period. This was our first time dining for a buffet in COVID setting. We soon realized that it wasn’t a typical buffet.

Initially, staff which was serving us did not explain to us how the buffet More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Serene H,5,"Due to covid,  buffet dishes are served to us. Food are nice and wide variety.  Crab chilli is nice too.  Staff are friendly especially Mr Asmadi.  He ensure we enjoy our food throughout."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",AinKamil96,4,Nice and friendly service by Mr. Asmadi. Enjoyed my dinner with scrumptious food! Highly recommended!
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",gelai6275,5,Restaurant good is great but what stood out the most is the service. Shout out to Asmadi for the superb service and hospitality!
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",baahirah20,4,Food came quite late but were well-served and entertained by the bubbliness of Mr Asmadi. Thank you!
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",CharleneKQ,5,"Excellent service by Angela, Asmadin and Lee! Appreciate the efforts to make our celebration great with a chocolate cake and cheerful service! Food was served quite fast but taste could be improved. 5 star for service but food was 3-4 stars. Presentation was good but More"
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Siti_Aisyah,5,Good food and the staff like Azmadi gave his best service. Keep it up Sir.The only problem is the location we really took our time to find it hopefully they put sign near it escalator so easy for guest to locate it specially for those More
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Hafidzah,5,"The food was not to my liking but the service was excellent. The staff, Asmadi, was very accommodating. He attended to us promptly and follow up to see how else he could be of service. Thumbs up."
Pistachio Middle Eastern & Mediterranean Grill,"Mediterranean, Middle Eastern",Llcooljohnkim,5,"Service was excellent, specifically the gentleman name by Franz. Food was ok for the money and the variety. I have enjoyed it for a good weekday lunch."
Asian Market Cafe,"Asian, Singaporean",jessielW4076XO,5,"I live overseas and wanted to send my father a Japanese dinner for his birthday. I found En Sushi online via TripAdvisor and Google reviews. Had questions about their menu so I contacted them via fb - and got a response quickly from Kenneth (the owner). He offered to substitute an item from a set menu due to dietary restrictions, which was appreciated. I told him it was for a milestone birthday and he reassured that he would deliver it personally. Ordering was a breeze, the food arrived on time, well packaged and chilled. My family raved about the dinner, my dad who hasn’t had sushi since Covid enjoyed his Chirashi very much. Perhaps his only gripe was he would have loved a little more wasabi on the side. Otherwise the food was delicious all around. Thank you En Sushi for making this easy for me!More"
Asian Market Cafe,"Asian, Singaporean",matthewbordas,4,"I ordered delivery from En Sushi for the first time this evening for dinner (first time getting sushi delivered since moving to SG last summer).  
Affordably priced, delicious, and a great experience.  The Hamachi (yellow tail) was wonderful, and I was surprised at how tasty the tempura vegetables were (for delivery, they weren’t soggy).  Everything was great!
I got a call from the owner to confirm order and delivery time - very courteous. 
I will definitely order here again versus looking elsewhere. 
Thanks En Sushi!More"
Asian Market Cafe,"Asian, Singaporean",megante0,5,The food was delicious! I highly recommend the bara chirashi don as the sauce they used was something special.  Sashimi is fresh too. The tofu cheesecake is also a must-try!  Service was prompt.  Will be back again.
Asian Market Cafe,"Asian, Singaporean",891yidac,5,Food was excellent. Price is definitely affordable. Place is recommended for meals and functions. Will bring friends along next time.
Asian Market Cafe,"Asian, Singaporean",ve_rita_s128,5,"Loved everything here: minimalistic interior, delicious food and service. Highly recommend. They also served everything fast."
Asian Market Cafe,"Asian, Singaporean",Domster94,5,"Great Food, Great ambience. Staff were friendly. Went to many Japanese Fine Dining. would frequent this place."
Asian Market Cafe,"Asian, Singaporean",451juanestebans,5,"En Sushi has the ideal combination of a good atmosphere, magnificent service and high quality products.  The sake selection is outstanding.  I highly recommend the different types of sashimi and the wide variety of entrees.  I will come back as many times as I can"
Asian Market Cafe,"Asian, Singaporean",SuperShan1,3,Wanted a change of Sushi delivery and choose En Sushi since read so many good reviews. Very disappointed by the quality of what they sent since it cost 25% more than Sushi Tei? The Chirashi don looks like it was prepared 1 day ago. Same as for the rest of the maki I purchased. My partner ask me when did I go to Cold Storage to get these sushi? Never again.
Asian Market Cafe,"Asian, Singaporean",beeehiang,5,"came here with my friends when i was at bugis area because i've heard some good reviews about this place and it didn't disappoint me. the service was great, with the servers constantly filling up our hot tea and clearing our empty plates so that our table will not be cluttered. the food we ordered were served promptly and my favourite was the soft shell crab maki! although my friends and i were not placed at the seats near the window as they were reserved, the dining environment was still cosy and pleasant. highly recommended to all :)More"
Asian Market Cafe,"Asian, Singaporean",raybriel,5,"I was introduced to this restaurant by a friend of mine and decided to bring my family and myself to have dinner yesterday. We were seated by 7 and the staff there were quick to ask for our choice of beverage so that we can read the menu and drink at the same time. The food and drinks were served relatively quickly and the servers there were quick to clear our plates so that our tables will not be overly cluttered. Ample refills for the green tea were given and the overall service was exemplary! The food served was also really delicious, I recommend their salmon mentaiko rolls and their sashimi bowls. I will definitely dine in at this establishment again and bring my friends and family here!More"
Asian Market Cafe,"Asian, Singaporean",garethbobb,1,"My family and I stepped in the restaurant around 8:15pm. Despite having a reservation, we were given a lousy arrangement in the restaurant. Shortly we changed to a better sit. Around 8:30pm we ordered our main course and some sashimi with the lady manager. Around More"
Asian Market Cafe,"Asian, Singaporean",197gabes,4,"The exterior of the restaurant is quite unassuming only a simple sign to draw your attention. To get to the dinning area, you have to take a short walk along a passageway and a flight of steps. But all this effort is worth it. 

The More"
Asian Market Cafe,"Asian, Singaporean",ShadowLBH,4,I strongly recommend family dinner at En Sushi. The place offers very nice food and the staff are very friendly and professional.  Will be back again.
Asian Market Cafe,"Asian, Singaporean",Thefoodistman,5,The place had a very nice Japanese vibe to it. It was decorated with shelves of all kinds of sake and other various alcohols. Good service and enjoyable food.
Asian Market Cafe,"Asian, Singaporean",Thefoodenthusiast829,5,"The staff here were very friendly and initiative in actions such as refilling our drinks. We could tell that they were doing the best that they can at catering to our needs. All in all, great people, good food, would recommend trying this place out!"
Asian Market Cafe,"Asian, Singaporean",Bleecker7,3,We visited En Sushi for the first time for a birthday dinner. Food was ok overall. One thing I didn’t like about my experience here was that one of the servers was quite aggressive to sell sake and dishes we were not really asking about More
Asian Market Cafe,"Asian, Singaporean",philippel16,5,"Great dinner 
This is the best Japanese restaurant I have tried so fare in singapore.  Been with family and everyone enjoyed"
Asian Market Cafe,"Asian, Singaporean",459delphinep,5,"Very good service, the meat was amazing and the sushi/sashimi   all the fish was so fresh!
Thank you 😊"
Asian Market Cafe,"Asian, Singaporean",Carolle3107,5,Came with a family of three at 6pm with reservations. Cosy and ample seating. All staffs were courteous and practised safe dining measures. Ambience was good though waited a while for mains. Food was great and fresh and tasty. Especially the en sashimi- it was More
Asian Market Cafe,"Asian, Singaporean",GavinChenCC,5,"From creamy and umami classic Chawanmushi to succulent sashimi with generous thick cut, En Sushi did deliver the best of Japan food from fresh ingredients to table experience. 

Cozy yet classy dining environment and vast sake selection to enhance further for your dining experience. 

Definitely More"
Asian Market Cafe,"Asian, Singaporean",y13s,5,Accidentally went there for dinner. Super satisfy with the food + service + sake .. everything~! Especially the sashimi slices are thick and generous. All fresh and good tasted. Will be there again!
Asian Market Cafe,"Asian, Singaporean",Ishita25,5,"The food was amazing. I had not cared much for sashimi before I visited this place, but now I really like it. The quantity was good and the presentation commendable. 
The staff were courteous and prompt in the service. 
The ambience was calm and conducive More"
Asian Market Cafe,"Asian, Singaporean",lwchiu77,5,Super attentive service and amazing food. Well worth the cost - a fantastic experience!will recommend to my friends!!
Asian Market Cafe,"Asian, Singaporean",kaishengy2018,5,Great ambience and food. Their maki is well torched and is so flavorful. Do note their entrance is rather small and might be easily missed out
Asian Market Cafe,"Asian, Singaporean",JiaWeiVincentT,5,Definitely a hidden gem in Bugis. A great place for premium Japanese food. The staff recommendation on the food and sake was great.
Asian Market Cafe,"Asian, Singaporean",Jared642,5,"I booked a table for 5 for dinner on 28 June 2020 to celebrate my brother’s birthday. From the time we entered the restaurant to ending the meal, we had nothing short of a remarkable experience. 

The booking service was very smooth, and they even More"
Asian Market Cafe,"Asian, Singaporean",SherTsn,4,"Had both the food as a dine-in experience (in 2019) and as take-away during circuit breaker. The food may be slightly pricey, but the taste and quality of the ingredients is pretty worth it. The restaurant is well-decorated, gives you the slight posh feel without More"
Asian Market Cafe,"Asian, Singaporean",dariustay,5,"Ordered the Mother's day special order, food was great and my mum loved the art work. These are a bunch of passionate people serving one of the most value for money great quality japanese food in town! Great job Kenneth and team"
Asian Market Cafe,"Asian, Singaporean",BSeow,1,"I have never left a TripAdvisor review in my life and the only reason I'm doing so now is to alert others to the risk you potentially incur by dining/ordering food from here

My order was due at 6pm and at 645pm there was still More"
Asian Market Cafe,"Asian, Singaporean",Shawnbong84,5,Japanese food is great for my wife and me. Really like the food at En Sushi. The sashimi is fresh and melts well in the mouth. The soft shell crab handroll is crispy which is what i look for in soft shell crab. The beef More
Asian Market Cafe,"Asian, Singaporean",KelvinC1470,5,"Good staff services, good and reasonable prices japanese food. Definitely recommended! I will be back for more!"
Asian Market Cafe,"Asian, Singaporean",Ryanbg01,5,Valentine day Omakase set was splendid. Nicely crafted. En Sushi was full house for that evening. Friendly service staff with good ambience. Will be back for more!
Asian Market Cafe,"Asian, Singaporean",Olivia_Horace,5,We went there in a group of four and we felt the urge to come back. The sashimi are tasteful but that carpaccio of saint Jacques is absolutely  delightful. I really think it was a great sushi experience and I had the privilege to taste More
Asian Market Cafe,"Asian, Singaporean",mar2sia1,5,"We spent our last dinner in Singapore in this very inviting and friendly place. Helpful, kind and professional staff enabled us to make the right choices :) The food was amazing, fresh and super impressively served. We have enjoyed every single bite and will be More"
Asian Market Cafe,"Asian, Singaporean",danielcgy1,5,Hidden gem at bugis. Quiet corner but impressive interior. Valuable for money quality Omakase. Kudos to the service staff.
Asian Market Cafe,"Asian, Singaporean",jarvis05,5,Had a pleasant Omakase. Each dish was delicately prepare. The otoro is out of this world good. service is good!
Asian Market Cafe,"Asian, Singaporean",MvanBemmel,4,"Really nice sushi, sashimi. I can highly recommend the grilled beef. Very reasonably priced. Setup quite minimalist but friendly. Wide selection of sake."
Asian Market Cafe,"Asian, Singaporean",Barryzw,5,"Visited for dinner on a Saturday night. The ambience was very elegant & clean. Really like the Zen atmosphere. 
My favourite is the really fresh Sashimi which was cut into thick juicy slices. The beef steak is also succulent & delicious! Thumbs up to the More"
Asian Market Cafe,"Asian, Singaporean",Liyanally,5,En sushi Provides a wide variety of food.. If you're someone like me who likes to eat many things in one seating.. En sushi is for you
Asian Market Cafe,"Asian, Singaporean",N8624MR_,5,At a quiet corner of bugis with a simple entrance is this hidden gem. Affordable jap food. One of the best sushi I had.
Asian Market Cafe,"Asian, Singaporean",shenBB,5,Good fresh seafood variety. Great place for seafood lovers. My favourite is their prawns. Thumbs up for their service.
Asian Market Cafe,"Asian, Singaporean",Mverpoorter11,5,"Fresh, clean and creative sushis. you can get them at this restaurant. Chef Kora rolls the sushis well and has good tempuras as well"
Asian Market Cafe,"Asian, Singaporean",OtokarTomma,5,It could easily be your new favorite table seating japanese on the planet. Food was just great. We ordered most things twice just to be sure the taste was not by accident. Very good food!
Asian Market Cafe,"Asian, Singaporean",derekseah,4,"Delightful lunch with a friend to catch up on the past months happenings 
Seating was comfortable as table seating placing was good. Ambience was pleasant and service was attentive. 
The salmon strips were great and delicious 
My pork belly with Onsen egg was rich n More"
Asian Market Cafe,"Asian, Singaporean",913eunicel,5,My friends and I were seated in a private room which was sound-proof and with a lovely ambience. Food was delightful and service was awesome. We were tucking in so happily whilst chatting that forgot to take pictures of our actual dinner but we’ll be More
Asian Market Cafe,"Asian, Singaporean",KGHDPG,5,Wonderful sushi meal here!  Everything we ordered was top notch - the reviews are all correct.  The food is amazing and the prices reasonable.  Even non sushi eaters have a bone here (the grilled beef was awesome).  Only suggestion is to provide a few more More
Asian Market Cafe,"Asian, Singaporean",Casanovawinner19,5,"Fabulous food, try the dried stingray and fugu fish as a starter. Staff is charming, service is fast and efficient. Great value for money."
Asian Market Cafe,"Asian, Singaporean",JosephT1985,5,"Thick and freshly cut sashimi that melts in your mouth. 
The whole place is spacious and a very good ratio of service-staff to customers.
Brought my father in law for his bday and the crew surprised him with a lovely song and cake."
Asian Market Cafe,"Asian, Singaporean",AngusAngu,5,"Decide to try En Sushi after reading the good reviews. Indeed, they live up to their good reviews. Tried their omakase and it was good. Foie gras sushi was simply delicious. Good service too."
Asian Market Cafe,"Asian, Singaporean",mindfullynuts,4,"Had dinner here and was overall a good experience. Not cheap but fish is surely fresh and of good quality.
We had a cod fillet which was buttery and very tasty with its miso glazing. And plenty of raw fish. Most of it was excellent, More"
Asian Market Cafe,"Asian, Singaporean",Junioryan1983,5,A place which i will definitely return back to to explore more of their menu.. Good food at reasonable prices. VIP rooms to cater for private or group sessions!
Asian Market Cafe,"Asian, Singaporean",Hsuwintwinthtetaung,5,"Everything about EN sushi was special especially, we sat at the sushi bar and seemed to have our own personal waitress who just appeared magically whenever we wanted. The sushi chefs were friendly and professional.Sashimi was really fresh and they serve thick slices.Dessert Tofu cheese More"
Asian Market Cafe,"Asian, Singaporean",Eimonsoe,5,Reasonable price to pay for quality and fresh food.Beautiful pressentation and good dinning environment.overall I was very satisfied. The staffs were lovely and recommended special food. Thanks for good recommendation seasonal fish🐟.
Asian Market Cafe,"Asian, Singaporean",Jacob C,5,Best sashimi I had. Fresh and quality is the word to describe. Presentation is so pleasing. Definitely must 1st choice Japanese whenever I’m ever I’m in Singapore.
Asian Market Cafe,"Asian, Singaporean",SueChristine,5,I like this restaurant. This is one of my favorite japanese restaurants. My favourite one is sashimi. I always recommend my friend to come and enjoy the foods En sushi.
Asian Market Cafe,"Asian, Singaporean",21yeye,5,Restaurant is cozy and it's good hang out place for family and friends.The taste of sushi and sashimi are authentic and provide excellent service. Staff are friendly too.
Asian Market Cafe,"Asian, Singaporean",Filipamachado3939,5,Great tasty and fresh food! The ambiance is very relaxing and the staff is so friendly and welcoming! I eat here regularly and will definitely continue to.
Asian Market Cafe,"Asian, Singaporean",Maythwesoe,5,Highly recommend sashimi and seasonal fish. Service is friendly and attentive. Sure we will come back again.
Asian Market Cafe,"Asian, Singaporean",Daniellevinge,5,I must say the sashimi is of high quality with affordable price. Always crowded when I visited En Sushi. Best to make RSVP prior to going.
Asian Market Cafe,"Asian, Singaporean",363momow,1,"visited that restaurant yesterday 
the 10 kind sushi is overpriced and not up to standard at all.
Salmon miso soup and salmon belly are terrible with too many fish scale.
feedback to the staff, nobody was doing anything about it.
i will definitely not coming More"
Asian Market Cafe,"Asian, Singaporean",suthasineet2019,5,Was here with my girlfriends. Food and service is very good. Will definitely be my fav jap place when i’m in town.
Asian Market Cafe,"Asian, Singaporean",125sinik,4,I tried two kinds of maki sushi and especially the other one was wonderful. The staff was busy but nice. This is a place were you can easily go alone as well; sit by the counter and watch the chefs at work.
Asian Market Cafe,"Asian, Singaporean",albertchongg,5,The best maki that I had so far. Well balanced torched salmon with mentaiko sauce. I’m looking forward to try their other maki rolls during my next visit.
Asian Market Cafe,"Asian, Singaporean",Chayton2001,5,Quiet entrance leading up to a vibrant japanese restaurant with well mannered staff. Impressed by their fresh quality sashimi. Definitely will be back for more.
Asian Market Cafe,"Asian, Singaporean",vezign,5,"Saw En Sushi on TV and decided to try. Indeed, it was impressive. Thick generous sashimi slices. My favorite is definite their maki"
Asian Market Cafe,"Asian, Singaporean",shenpl02,3,"We visited the place after seeing a programme on TV channel 8. Place is not crowded on Saturday. 
1. Bars chirashi don. Sashimi is fresh, don portion is generous but the sauce they had in the don was too much and became a bit too More"
Asian Market Cafe,"Asian, Singaporean",J6383JGmarcop,4,"Location, place is very nice. Staff are friendly. Menu in quite wide many options, and food is good. I just find it a little bit expensive for the value."
Asian Market Cafe,"Asian, Singaporean",Angellove75,4,Simply a goodest place for family gathering and the food range are napshot! Very recommended  great food and ambience..
Asian Market Cafe,"Asian, Singaporean",jjasmineee,5,"Humble shop front, but once you enter the door, we were well greeted by the staff. We had 9 course Omakase and indeed it was a wonderful experience. All dishes were well plated. The Otoro sashimi was one of the best I ever had. Worth More"
Asian Market Cafe,"Asian, Singaporean",FredrikHaren,4,"Review in 100 characters: Really good sushi, not cheap, and just ok ambiance. But sushi really good."
Asian Market Cafe,"Asian, Singaporean",Jlrj2018,5,"They have great service and fresh ingredients. Innovative food creation, excellent taste! Love it! Will definitely be there again!"
Asian Market Cafe,"Asian, Singaporean",Carolteemeizhen,5,"Celebrated my husband's birthday here after reading great reviews on misstamchiak's website  and it did not disappoint!!!           
                    

En Sushi truly has lived up to its reputation. Sashimi was fabulous. Service has been attentive but never intrusive. This wonderful experience just makes every other Sushi experiences More"
Asian Market Cafe,"Asian, Singaporean",luissinga,2,"I went last night with my wife and the online reviews of this place are overrated. We are big fans of sushi and go out once a week for dinner.

The place looks like a canteen or office place painted and turned into restaurant with More"
Asian Market Cafe,"Asian, Singaporean",kathylee3,1,"Come if you want lousy service average quality and pricy Japanese food.  
I came to this restaurant with 3 of my friends. We have ordered sashimi, sushi, miso soup and grilled cod fish. As we have 4, I have requested the waitress to prepare sashimi More"
Asian Market Cafe,"Asian, Singaporean",Franz S,4,"A bit pricey but very solid Sushi and sashimi. Famous for beer ramen which is soup in a beer glass. It looked awful, thats why we did not try"
Asian Market Cafe,"Asian, Singaporean",prestonsoh,5,Had dinner with my family there with a reservation. The service quality is good. They make it a point that any call for attendance are acknowledge immediately even if the staff is unable to attend to you immediately. Usually they will attend to you shortly .
Asian Market Cafe,"Asian, Singaporean",MarkSM8,5,Fantastic dinner! Try the Oyster Mentai for an appetizer and order the 1/2 dozen. You will not regret- they are fantastic!
Asian Market Cafe,"Asian, Singaporean",Glen A,5,"Ambience is great! A very relaxing atmosphere to dine in with your loved ones and friends.

Food is incredibly fresh and tasty. Sashimi is a MUST TRY, and those juicy oysters! The waiting time for each dish is timed very well. From start to end, More"
Asian Market Cafe,"Asian, Singaporean",augustinesklim,4,"Visited EN SUSHI for 1st time after friend researched on latest new Jap food eating joints, restaurant not easily located as it sat on the 2nd floor inside an old building. Well decorated with modern fusion feel, service was attentive and food reasonably good but More"
Asian Market Cafe,"Asian, Singaporean",csgohan4,5,"This place is not the cheapest but I didn’t come here because of cheap food. I came because of the quality and hospitality on offer here.

The entrance was a little bit confusing being next to a bar of the same name

We went around More"
Asian Market Cafe,"Asian, Singaporean",HarryWind,3,"I went here for dinner because of the high rating. I found it overpriced and overrated. The raw fish was not very fresh, and the rice seemed not cooked freshly. I expected more. 
I paid S120 for 10pc sushi, 3 types sashimi, 1hand roll and More"
Asian Market Cafe,"Asian, Singaporean",cmbobby,5,"Ate here with the family - 2 adults 2 children - and it was our favourite meal in the city. The food is so fresh, delicious and so beautifully presented. We have a fussy eater and the wait staff were amazing at taking a quite More"
