Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment,rating_class_main,rating_for_comment
Yhingthai Palace Restaurant Pte Ltd,"Asian, Thai",Voyager80286,2,"The restaurant staffs are rushing the customers by keep asking if they can clear the plates while we are still eating and there are still food remaining on dishes.We could not eat in peace with such service level. At first, we thought we were late ",-1,-1
Long Beach King,"Seafood, Asian",187514John_S,3,We visited this restaurant during our recent trip to Singapore. We had read good reviews on Tripadvisor and elswhere so decided to give it a try. We didn't particularly plan to go to this specific outlet in Singapore but chose it as it seemed (correctly,0,1
Imperial Treasure Fine Teochew Cuisine,"Chinese, Asian",Jackson9305,3,"We somewhat carelessly booked a table at this restaurant, not realizing that there are at least two or three others located in the same or neighboring malls, and ended up having to sprint from one mall to another to find the correct restaurant on time ",0,0
Basilico,"Italian, European",845isabelw,3,"This was the first time that I had Sunday Brunch at Basilico. If you love cheese, u will love it. Frankly, the variety of food not much. There isn’t any sashimi, caviar, oysters at the Sunday Brunch. Also, the staffer is bit stingy when serving ",0,0
McGettigan's CQ,"Gastropub, Irish",Vonny-Russ2001,3,"This is a sports bar parading as an Irish pub. Beers and food expensive and the staff could do with some lessons in customer service. Will not be making a return visit - ever!! BTW, steak sandwich was crap, full of grisle and fat, where ",0,-1
Kam's Roast,"Chinese, Asian",conscienciouseater,3,"The Toro char siew is deliciously yummy, although it is prone to induce heart attacks if you eat it too often. Otherwise, the other roasts are good, but no better than at many other eateries that charge a fraction of the price (like Hawker Chan which has a genuine Michelin star in Singapore, or even the lower-tier Crystal Jades and Imperial Treasures). They keep talking about their Michelin rating, but that is in Hong Kong and mainly for the roast goose, which is not available here.",0,0
Well Dressed Salad Bar & Cafe,$$ - $$$,HappyTravellller,3,"A great place to chill for brunch but not for dinner. Medium portion for a fried rice is equal to a small portion of fried rice. Not worth the money. However, their pepper monkey sandwich is a must try vegetarian sandwich ! ^^",0,0
Potato Head Singapore,"American, Bar",Ncyriac,5,Quirky place with some great Instagram worthy art and graffiti backgrounds as well as a beautiful rooftop. But the best part are their juicy soft burgers and fries on an innovative overall menu! This place has both outdoors and indoor seating so is suitable for,1,1
Crystal Jade Jiang Nan,"Chinese, Asian",jesschan168,3,"Overall service was good as not many customers.  However service crew was not friendly  when I told her I would like to use my membership discount.  So I will not refer the restaurant to my friend and will not return to the same restaurant, though some service crews are friendly",0,0
Wildseed Cafe at The Alkaff Mansion,Cafe,samanthas792,4,"Curly fries was fried to perfect, good item for starters. 👍
-Wagyu beef pie was tasty, tender & soft, if the pie pastry could be more crispy that would be perfect. 
- Soft shell chilli crab spaghetti was really good, the sweetness, sour & spicy ",1,0
HANS IM GLUCK German Burgergrill,German,vacationerfmsing,2,"the ordering system on app is a nightmare and they dont even bring what is ordered. good comes at different time whenever suits kitchen.
staff service in general is very poor and it takes 10 minutes to get attention when you want something. some tables very small.
the beef patty is bland and no better than McDonalds   for the money go there, service better and quicker.
i have no idea how people give 5 stars unless they never been yo a good place 
over hyped .. certainly not worth money or effort",-1,-1
Ginger,"Asian, Singaporean",ladyofbliss,3,"Went for ""The Wonders of Pincers"" crab buffet dinner. The restaurant only served 2 kinds of crab (Chilli Crab and Salted Egg Yolk Crab) and the Pumpkin Lobster in Claypot that night, which was kind of disappointing. We were there for the crabs of course ",0,-1
Majestic Restaurant,"Chinese, Asian",ChrissyTeo,3,"We ordered crab meat fish maw soup (too salty n lil crab meat), peking duck(it was the nicest dish), scallops with Asparagus (Asparagus too hard, scallop was ok thou), Abalone mee sua (the abalone is miniature size n the soup base is all sesame taste ",0,0
SPRMRKT at Cluny Court,"Cafe, International",Hlxpplus,3,"Heard about the place from a friend of mine and decided to make a visit down. We had Chicken on toast with caramelised onions, braised beef cheek and truffle mash and truffles fries with kelp and parmesan. The chicken was disappointing with the meat on ",0,-1
Si Wei Mao Cai,"Chinese, Asian",Yoana48,3,"Two of us ordered tea tree mushrooms and steamed pork yam. It took a while until they serve it on our table. Maybe because we came at 5pm, right after they finish their lunch break. But the staff who took our order is quick and ",0,0
Le Petit Chef - Singapore,"Chinese, Indian",Eddy T,3,The 3D effect of the animation is over-rated. The food is average and it is not worth for the price we have paid for. Luckily the host is good and he 'save' the session. He is funny and knows how to create the atmosphere for,0,0
Opus Bar & Grill,"Steakhouse, Bar",hanhaneats,3,"Been a fan of Opus for awhile for its great steak offers together with even better wine promotions. 

Went there last Sat with my family for my mum's birthday, steak and wine was good as usual but unfortunately there were quite a few hiccups in ",0,0
BBR By Alain Ducasse,"Bar, Mediterranean",ZoeLouise19,3,"Raffles hotel is well known for its history behind the Singapore Sling cocktail, so naturally you have to go here for 1 of them whilst in Singapore to tick it off your bucket list. We had ours in the billiards and bar room, where they ",0,0
Din Tai Fung,Chinese,Jdhalliwal,4,Great food great buzzing busy ambiance. Menu different than in USA restaurants so no beans in garlic or spicy sauce with vegetarian wontons. Still very good. Only mark is the outrageous cost of Tiger Beer at 12 SGD a bottle!,1,0
J65,"Seafood, International",Raymond A,4,"The quality of the selection is good especially the Boston lobster.
It was a Sunday lunch and the price is slightly lower then dinner time.
If you are looking for a reasonable seafood and international cuisine buffet then this is the place to go.",1,1
The Orchard Cafe,"Asian, International",Shandykalai,3,"Thank you for the lunch.
I would like to compliment Cecilia for coordinating with me and accomodating to many of my requests especially in arranging an eggless cake for the birthday celebration. She was very professional. 
However, the service is very slow. We have to ",0,0
Tamarind Hill Singapore By Samadhi,"Asian, Thai",Rafferty9,3,We lived in Singapore for 4 years and this was a firm favourite but visiting earlier this month we felt disappointed. We were left standing at the entrance while staff chatted at the bar and eventually taken to a table. I’d booked online 6 weeks,0,-1
SandBank,"American, Bar",ChrisQ39,1,"The house wine and soup set is terrible, coupled with the poor service and average food taste, which really destroyed the whole experience - given that the price is not exactly cheap.",-1,-1
Violet Oon Satay Bar & Grill,Chinese,ryanwenqiang,3,"Seating arrangement can be improved. I was sitting at high table when I definitely preferred a normal dining table. Restaurant was not filled, and your waiters did not bother to exchange seats for us.

The fish was good, but the pineapple purée sauce was a ",0,0
Ippudo Singapore,"Japanese, Asian",joyeuxlife,3,"I think Ippudo ramen used to taste better. The stock does not taste so rich now and the pork cuts taste different. Ippudo feels like a fast-food ramen shop now, as fast as noodles can be served that is. I am not sure if I ",0,-1
Merci Marcel,"Cafe, Central European",vlee888,3,"For those who like grabbing eggs benny for brunch, Merci Marcel serves French fusion cuisine. I like the ambience of the place in Tiong Bahru. Coffee is just OK, nothing out of the ordinary",0,0
Iggy's,European,Terri_Py,3,"Having not been to singapore in over 5 years, I was excited to try iggy's, especially since it had recently attained a michelin star (i was a regular back when it was at Regent). 

First off, I think the setting of the restaurant does not ",0,-1
Hai Tien Lo,"Chinese, Asian",Aaron_Z09,1,"Intended to celebrate my wife's birthday but they ruined it. Restaurant opens at 11:30am but we were told staffs are on break when we arrived and food will not be prepared till they're back. 

Then we were told to place our orders earlier because kitchen ",-1,-1
Folklore,"Asian, Singaporean",PeeGadget,1,"I was very excited for my reservation at Folklore. I had read many reviews and articles about the culinary adventure I would be encountering. 

I should mention I’m a lone lady traveler. This restaurant is family style eating. Which means the portion sizes are larger ",-1,0
Lime Restaurant,"Singaporean, International",RLim69,4,"Brought my family out for a buffet dinner in the Lime restaurant last weekend. The experience was positively pleasant. We were greeted by the host at the entrance and brought to a table. Though the food was ordered and served to us at the table, ",1,0
Tandoor,"Indian, Asian",RipvanwinkleOz,2,"I had previously dined at Tandoor with local Chinese friends a couple of months ago and thoroughly enjoyed the experience. I therefore didn't hesitate to book the restaurant when my niece and sister-in-law, who were visiting from Sydney, said they would like to eat Indian .",-1,1
Hamburg Steak Keisuke,$$ - $$$,CathChua,3,"There is always a long queue at this restaurant. So tonight, when I passed by, there was no queue. So i went in and ordered my set of main. Every set of main comes with a free flow of salad and egg station food. The spread was really good and yummy. We had 3 rounds of food from the salad and egg stations. Once the main dish arrived, we were too full to finish. However, the main was quite a disappointment. The hamburger with cheese doesn't really taste that good. They doesn't allow take away, and even charged you for another $19.80 for take away. I find that the concept they have will cause alot of customer to waste their food. Alot of their customers does not finish their main set, especially the rice, miso soup that comes with the main set. But is value for money because with free flow of salad and egg stations, and 2 sets of main cost only $54.",0,0
Bochinche,$$ - $$$,ferwijaya,1,My friends and I didn't even have the chance to eat and taste the food. This review was based on the service prior to it. We booked this place on Tuesday for our lunch on Sunday at 12:15 PM. The guy from the restaurant named,-1,-1
DB Bistro & Oyster Bar,French,JordanZZZ,1,"My girlfriend and I ate here Dec 27th.  We ordered the Kale caesar salad , Mushroom Soup, Cavateli and Seafood Trio (Tuna tartar, cured sea trout, and crab cocktail).   The crab cocktail top portion was seemingly okay but near halfway through I started to taste ",-1,-1
DC Comics Super Heroes Cafe,"Diner, American",alhasan1909,3,If your going there for food your gonna have a bad time. The food is average all your paying for is the ambience and the decorations on food and drinks. My kids loved it though loved the colourful drinks and super hero ice creams. There,0,0
Saveur,"French, European",AndrewTks2910,3,"went with girlfriend and she was happy because long time never eat this restaurant already. my duck confit was salty and her pasta was salty also, so this restaurant foods look to be salty",0,-1
Limoncello Pizza and Grill,"Italian, Pizza",7ContinentsExplored,5,"I almost felt like I was in Italy when I ate the pizza at Limoncello, it was fabulous. The restaurant was awesome, the drinks were delicious and the service was excellent, what more could you ask for?",1,1
JUMBO Seafood (Riverside Point),"Chinese, Seafood",268lip,3,There is no mud crab and we only know on the day when we arrive and very disappointed. They should informed us in advance instead we reach. No fish skin in the menu too,0,-1
Sitara Restaurant,"Indian, Asian",SaratPatra,2,"We arrived at the hotel around 10PM. We were asked to wait outside due to shortage of space. Then one staff told us, "" Why you are waiting outside? The restaurant will close in few minutes"". Our dinner was part of a package. They provided ",-1,-1
Soi Aroy,"Asian, Thai",Gigiasyr,3,"An average street food cafe, but the staff is incredibly friendly. People saying that it’s true thai food, 100% have never been to Thailand, Tom Yum has nothing common with Thai Tom Yum. The location is pretty weird, like it’s located in cheap shopping mall ",0,0
Palm Beach Seafood Restaurant,"Chinese, Seafood",Katie R,2,The restaurant was recommended by our concierge as a higher end restaurant and easier locale than the restaurants on the East Coast. $160 (Singapore) for the chili crab. We expected to pay a bit more but I also expected to eat some crab. The sauce,-1,0
Luka ITALIAN - DINING / PIZZA / BAR,"Japanese, Italian",122ssas,2,The food here is awesome..Loved the menu and the food..We were served by 3 different waiters. It is unfortunate that the service leaves a lot to be desired. They seem to be rude not attentive and seem to lack basic knowledge on how to serve,-1,0
Tea Lounge at Regent Singapore,International,J_TangNg,3,"The ambience is good but for the price we paid, the food is nothing to shout about. I would expect higher standard and better tasting food. Fortunately, one of the staff, Sheila, has made up all the differences with her pleasant and attentive service.",0,0
Hutong Northern Chinese Cuisine,"Chinese, Asian",tissirangi,5,"Very good Chinese food. The dumplings were succulent and moist.
The most outstanding asset of Hutong is their staff! Friendly, not. pushy, and totally professional with a personal touch.
Very pleasant atmosphere on the waterfront.
We‘ll come again ",1,1
Szechuan Court,"Chinese, Asian",KGB777,3,I came here last week for lunch with a friend and to make use of a deal which gave us 50% off dim sum. The food was nice enough but it's not cheap - our bill would have been more than $100 for a simple,0,0
Bedrock Bar and Grill,Steakhouse,larryhong,1,Tried to go during Sunday lunch.  Called up and was sent an sms link which direct you to a 3rd party site.  It was a last min booking and the site only offered evening time.    I called back again and selected to speak to a,-1,0
Bar Bar Black Sheep,"Indian, Bar",theofficialAnanya,3,"Went there with a bunch of buds to grab a beer and food before a night out, wasn't disappointed. Service was quick, food was good and beer was chilled. What more could a customer ask for. Little loud but that added to the atmosphere. Overall ",0,1
Pacamara Singapore,Cafe,_O691VY,1,"do like to try out different cafe on e island, i hv expected a few weeks on this one after recommend by one website, sadly it is my first time but definitely the last time, food is super avg among those cafe i ever tasted, ",-1,-1
Sin Hoi Sai Eating House,"Chinese, Seafood",WrldTraveller67,3,I keep passing this place and I see it is always crowded.   We decided to try it for dinner one night.  The food was decent.  Nothing to rave about it.  The service was a bit slow.,0,0
Oriole Coffee + Bar,Cafe,yuthras,3,The coffee and pancakes were good. We ordered scrambled eggs (2 eggs). The portion definitely did not look like a 2 egg portion. Was really small and it didn’t taste like scrambled eggs. Just regular fried egg that was mixed a bit. No dairy added,0,0
Empress Porridge,$,Jw H,5,"The empress porridge is very flavourful! It’s packed with plenty of ingredients and definitely a must try in the shop. The set option comes with a side, dessert and a cup of tea. I like that their food comes in the option of small bowls ",1,1
Tong Le Private Dining,"Chinese, Asian",Aboriginal02,3,"Perfect Location; with the rotary restaurant, dinner accompany with 5stars view throughout.
Very warmth welcome once we step into the restaurant. Superb wine recommendation.
Appetizer did not give us any surprises. Food and ingredient creativity have some improvement area.
Thanks to restaurant prepared a mooncake ",0,0
Si Chuan Dou Hua Restaurant,"Chinese, Asian",Bryan L,5,"The food here was super good, the best my family and I had in a while! Both servers May Ng and Pang Wei were very professional and patient with all our requests. Our favourite dishes were the some kind of truffle pasta dish (very unique ",1,1
Lolla,"Mediterranean, European",hardalloy,1,"I've read a number of good reviews before writing mine and I've got surprised that there are any good reviews at all. Anyway, to be fair, the place's atmosphere is nice and decor is great. That's all that's good about this place. We were there ",-1,0
Wine Connection Bistro at HillV2,"Italian, European",Steven Y,1,"Went there to celebrate my birthday, as I had tried the outlet at Somerset and was very happy about the food and service. However, at this Hillview Outlet, the waitress got the order wrong and yet refused to take back the food. Need to talk ",-1,0
The Penny Black Victorian London Pub,"Bar, European",Waidesworld,3,"The mini pizza is about 15cm in diameter, so fits the description of MINI.  Service was slow, even though the place wasn't crowded.  On the plus it was easy to get a waterfront seat.  When you go inside, they are running air so it's about ",0,-1
Tapas Club,"Mediterranean, European",hanryou,3,"Service was average (waiter forgot our soda). We ordered grilled Iberico Pork, Seabass, Chicken & Seafood Paella which were not spectacular. The Paella was particularly disappointing given it's a Spanish restaurant, it's overly salty despite us asking for less salt during the ordering, and the ",0,-1
Marriott Cafe,Singaporean,Abdulaziz A,3,"Good for lunch, I like the variety of food in there buffet, they serve seafood, Italian, Indian and some vegetarian dishes, as well as salads, fruit, and a selection of breads and cheeses. The price is acceptable for lunch ,about 70 Singapore dollar, but expensive ",0,0
Marche Movenpick,"Bar, Pizza",paolodW3952YI,5,"We had amazing crepes with ice cream and a very professional service. The girl who served us was absolutely kind and professional, I think was named jahinta. And we happened to know also the manager Davide who entertained us with nice stories and advices. Recommended.",1,1
The Refinery Restaurant & Bar,"Asian, Bar",mayyvis,3,"I've been following their instagram for quite awhile and have been very keen on trying The Refinery out. Upon arrival, I was really drawn by the chic interior decorative of the restaurant. However, as much as this place is instagramable, the food didn't really match ",0,0
Marche Movenpick Suntec City,"Swiss, European",JonKKL,1,"Was here on a saturday afternoon lunch with the family. I must say, it was altogether fairly disappointing. Had (1) Beer batter soft shelled crab (2) Rosti with sausage (3) Lamb rack (4) Waffles with Ice Cream and Caramel Banana. (1) Beer batter soft shell ",-1,-1
Pacamara Singapore,Cafe,76aytf,4,Food flavours were amazing! Great combination of prawns and asparagus filling in the egg omelette. The Truffle Carbonara was so tasty and creamy. Iced coffee black and iced chocolate were fair.,1,0
Mr Stork,Bar,SammyDome,1,"Read through reviews and we had such high expectation on the place which turned out to be nightmares on Halloween Day. The ANTS were just crawling every where, first at the hut and kept coming around the floor, the chairs and tables as well. This ",-1,-1
Whitegrass,"French, Fusion",Int_herald,3,"Food is boring. Not much creativity in the choice of ingredients - it's all about ""being imported fresh from Japan"" - but and lacks the ""oomph"". Bread was over-baked and tough to chew. Do not understand the hype.",0,-1
The Refinery Restaurant & Bar,"Asian, Bar",V7835ULjosepht,3,"Very bad customer service.  Place was not crowded when I went, but was given high table and chair.  When I ask if possible to take the normal seat, the service staff says it is reserved.  But I observed no reservation sign and the seat was ",0,-1
Decker Barbecue,$$ - $$$,dbrown101272,4,"I always take the opportunity to have an American brisket experience when I can get it. I am usually always disappointed. Not this time. The brisket here is moist, tender and very flavourful. I loved the ribs too, and thought the coleslaw was a highlight .",1,1
Murugan Idli Shop,Indian,VishwaMukhtyar,5,"This is an edited review; I had initially given them 4 stars in 2015 with a complaint that the place is too small and the staff too stretched. I went there 3 years later (May 2018), and turns out they've moved to a bigger place! ",1,1
Long Phung Vietnamese Restaurant,"Asian, Vietnamese",Aunkok,1,"B for the food , unfortunate F for the service 

Service staff needs you to beg them to eat at the restaurant 

In the competitive food market in Singapore , take your hard earn money and I am sure you can find as good a ",-1,-1
DON HO - Social Kitchen & Bar,Fusion,bdsmyth,3,"We went for Sunday brunch, the ambience was good, as was the choice of background music, just the right volume too. Service was attentive as well. Not a large brunch menu so that set my expectations for some great flavors. We had a salad, the ",0,1
Bumbu,"Asian, Indonesian",428peggyk,3,Went there for dinner with friends. Ambience good and cosy. Food average. Price reasonable. Very convenient walking distance from Bugis mrt. Nearby vicinity very alive in the night. Many tourist hanging around other food areas.,0,0
Kopi Tiam,"Asian, Singaporean",852AMB,3,"Great ambiance. Service was good but they seemed short staffed. They had a good variety of Singaporean dishes to offer . 

My husband and I ordered the Indian Rojak to share. This was very tasty. He ordered the Beef Rendang and enjoyed it as the meat was very tender.

I ordered the Hainan Chicken rice and wanted the breast and not thigh piece. The waitress informed me that they are out of chicken breast and this would take 40 mins to prepare. Told her I was okay to wait. 10 mins later, I saw a waiter bringing a tray towards me and he presented me with Hainan Chicken Thigh. I told him that I wanted Chicken Breast and he looked at me and said it would take time. I repeated myself 

In the end, not too much longer, my dish arrived and honestly it wasn't worth the wait. I've had numerous better version of this dish. Was disappointed as it didn't hit the spot !!",0,0
Long Beach King,"Seafood, Asian",yeoc468,3,"Tried their Chilli crab here. The taste and spice of the gravy is above average. However, they only keep their bigger crabs for their regular clients.  If you are normal tourist, you may not get those above 2 kg.",0,0
Yan Ting,"Chinese, Asian",Jac C,5,"Came here to celebrate my wedding  anniversary. Food was great and very intricate dim sum taste! Thanks handsome Bruce & wanqing for the impeccable service and attentiveness , it made our anniversary all the more special! Will be back!",1,1
Town Restaurant,"European, Singaporean",SkFullerton,5,"Great food and excellent service. Scones are the best here. 
Very satisfied with the quality and service.
Special praises to staffs:
Lalikumar
Abi
Miyako

And impressed with all the others stafss who attended to us. :)",1,1
Koon Bak Kut Teh Cafe,"Bar, Asian",Mandy Tony H,3,"The service was ok if you can ignore the sniffing. The lunch was not spectacular and despite and old newspaper review, we expected better. Clearly a family run business which appears to have seen better imes. Maybe it is a generational change. We visited after a walk through the reserve.",0,0
One-Ninety Bar,"Bar, European",pei_fen85,2,"Was hoping to have some snacks or pizzas , but was told the kitchen already closed . Ended up me and my friend ordered a drink which cost 15 dollars per person . Not value for money . And the staffs seems to be in rush and impatient",-1,-1
The Chop House Vivo City,"American, Bar",VinxT,3,"The chicken croquette and soup of the day as starters were good and leaving us with good expectation on the mains  However, the pork belly is really badly seasoned with cheap hoi sin sauce, meat is slightly to the rough side, with dry texture and ",0,0
Iggy's,European,zainalamarz,3,"Five years ago Iggy's was probably top of the heap in Singapore, but is now feeling slightly behind, compared to its peers such as Andre's and JAAN. 

More focus should be paid on making sure the flavour and combinations agree with the palate, rather than ",0,-1
Latteria Mozzarella Bar,"Italian, Mediterranean",ChrisWalder,2,"Lovely setting and great service, but pretty disappointing food. The burrata was tougher than I remember, the garlic prawns were very bland and some not completely cooked. The lamb shank was poor too. Surprising given it's high rating on this.",-1,-1
TWG Tea Garden at Marina Bay Sands,International,rebeccasS1993YA,4,"After deciding we would eat somewhere in the MBS Shoppes we saw TWG and it's so well presented we were keen to try. I had a vanilla tea and I love the service that comes along with ordering tea here, out is special, the smell ",1,1
665°F,Steakhouse,susantiu,3,"I am having difficulty understanding the overweight of 5-star reviews for this fairly new restaurant. This is because I always believe in reviewing food not just by itself, but according to the price tag that comes with it, and though of less importance, the service, ",0,0
Ikea Cafeteria,"Cafe, European",losenglog,2,"Though is value for money but staff did not manage the queue very well . People jumped queue while you queued up like a fool .Queued at least 20 minutes to get into the restaurant 
You need to queue up to 30 minutes to get ",-1,0
Plentyfull,"Contemporary, Fusion",eh_al_ex_el,1,"Went with two other friends on last Saturday, 6 Jul 2019. The place was very empty so we thought it'd make a good place to chill and have cake and a drink while poring over our bujos (it was Journal Fest 2019). Note. We took ",-1,0
Jypsy,"Japanese, Sushi",MillerGraeme,2,Relaxed atmosphere in a nice setting but that was about the best part of the evening. Service is very slow regardless if you are waiting for drinks or food. We ordered 3 starter dishes and the first (tacos) arrived after about 15 minutes and tiny .,-1,0
Gattopardo Ristorante Di Mare,"Italian, Seafood",sgfoodlover,3,"The fear was real a party of 5, and we couldn't get a booking anywhere else in Singapore except Gattopardo. In hindsight, I guess that was the first sign! Upon arriving, the service was decent (can't complain) and we had a nice round table upstairs. They were very obliging to taking photos of us, and even opened up the wine in each glass after pouring - a good touch you don't see often. The key downside for us was the set menu. Although there was flexibility if you were a veg, or no beef etc, it was pricey & the real killer was no alternative for dessert. I mean it's Christmas!!! Dessert is what makes the food coma worth it. Time between courses was too slow, and so unfortunately by the time we were on course 2, we were contemplating what to do with the rest. A couple of salt baked fishes had the pleasure of sleeping in my friends fridge for the evening. All in all, a 5-6 experience. Not rushing back, but not saying never again. Probably need to try the a la carte option ",0,0
Muthu's Curry - Little India,"Indian, Asian",skquek,4,We have been to both the outlet at Suntec City and Race Course Road and they still serve the same high standard of Tandoori chicken.. Flavourful and most importantly soft! Worth a try!,1,1
River Wok Singapore,"Seafood, Asian",peter l,4,"We were looking for a clean, comfortable restaurant we could people watch and enjoy an authentic S Asian cuisine and River Wok fit the bill perfectly! 
Service, ambience, location all worked.
My wife isn’t a fan of hot spicy food and the restaurant dumbed down ",1,0
Spago Bar & Lounge,"Bar, International",deamarielocsin,5,Pricey but worth your money. Had lunch at Spago during a short stay with my family in Marina Bay Sands Hotel. Food are delicious and the serving is generous it can be shared. Friendly servers. The view was awesome.,1,0
The 1925 Brewing Co. Joo Chiat,"Bar, Chinese",pharmaherb,3,We made a reservation for a table for 2. This was to be dinner and beers before part 2 somewhere else. We tried more than half the choices on the taps there but did not have a second glass on something that we found worth,0,0
Spruce,Dining bars,kgc1108,2,"Little kids enjoyed the bouncy castle setup on their lawn. It was admittedly a welcome reprieve for us adults. That said however, the food and service was questionable. Perhaps they were simply short of staff the day we went? The place came highly recommended so ",-1,0
Adam Road Food Centre,$,BattleRabbitNYC,4,"We came here on a Sunday evening and got a mountain of lamb/beef/chicken satay, prawn soups, an Indian-ish rice dish whose name I've now forgotten, of course some nasi lemak, and rounds of fruity or tea or coconut drinks.  My bodyguard recommends sitting at the ",1,1
Le Petit Chef - Singapore,"Chinese, Indian",spho44,3,"One of a kind dining experience with mesmerising projections onto the dinner table. The show projected was entertaining and done with precision. Host was great and engaging. The number of tables weren’t too many so it felt private and exclusive. 

The only downside was the ",0,0
Takeshi Noodle Bar,"Japanese, Asian",Voyage739926,5,"Have always wanted to try this place. I’m impressed with the yummy food . Truffle fries were fragrant , chicken karage was juicy and crunchy. Had the uni pasta and it was an UMAMI bomb, thumbs up to the pork ramen, it was so flavourful ",1,1
Yardbird Southern Table and Bar,"American, Bar",Crystaleat,3,"Came for birthday celebrations, reception said nothing special for birthday celebrations. So dun celebrate your birthday day here, or get your own cake.
Food are so so, mac & cheese are dry, powdery. Chicken nice, wallfer no nice, too flour.
Open kitchen concept, saw one ",0,0
Crazy Elephant,"Bar, Pub",Legal_itinerant,3,One of those places that would be better off when filled with people but is rather uninspiring when empty and quiet. Decor is rather drab and nondescript other than an attempt at making the place look divey with mock grafitti and scratchings on the wooden,0,-1
TungLok Heen,"Chinese, Singaporean",franck a,5,"we were searching for a place to eat and a young man gave us a voucher to use inside as it was a slow evening.. after seeing the area we tried it and we were so pleased we did.
First it is a nice restaurant ",1,1
Tapas Club,"Mediterranean, European",Milk_Pup,5,Loved my time at Tapas Club at Vivo. Another occasion where the Pulpo was cooked to an excellent standard! The garlic prawns were also a delight! I found the service to be very good. Certainly better than other bars / restaurants in the area. The,1,1
Spruce,Dining bars,SharonT443,4,"Weekend brunch is wonderful. An ideal place for weekday lunches. Far from the madding crowd. Food is excellent. I tried the tower nachos, beef short ribs and all day breakfast. There is a live band on weekdays night.",1,1
Fat Prince,"Turkish, Middle Eastern",sander692020,3,Beautiful restaurant with great food and service. Music is so loud that you can’t have a proper conversation with your friends or communicate with the staff. Kindly advice to turn the music down to 25% and I’ll come back soonest! ;),0,0
Chicken Up,"Asian, Korean",KCTT1,3,"Waited 20 minutes for my chicken wings which are just TOO SALTY for the local taste.
The Smoothie was a complete waste of money and the pork dishes are no where close to what we eat in Seoul, Korea.
Pricey for a simple location and ",0,-1
The Lobby Lounge,Singaporean,Namei008,3,"We ordered the Christmas hi-tea set and the 3tier was beautiful but taste normal and we feel that the pastry were not fresh. The scones were terribly dry and the cream became watery. If you hate fruit cake, please don’t order this set. Not enough savoury items to balance. For the price, we expect better food.",0,-1
Ma Cuisine,"French, European",Jeanloupvittu,5,"We went with friends on 24th December 2020, hoping to celebrate after this hard year  and we were not disappointed !
Mathieu has welcomed us almost immediately after we were on table, Anthony taking care of us the whole time. 

As soon as the food arrived, the party was on !
A deep, complex yet very reassuring taste on the palet.
A true « French Cuisine ». Nothing over fancy, and the Truffle rain was absolutely a moment to enjoy (everyone’s phone was OUT !)

A real Service « à la française », here for you but not over pressing. 
Wine has been beautifully paired by Anthony, this makes a massive difference !

And to make everything more pleasant, we all agreed when the bill came that, for a Christmas dinner, it was more than worth it !

Félicitations et Merci !

We’ll be back !

JL",1,1
The Reading Room,"Bar, Cafe",JoyTraveller0711,2,"Ambience of restaurant was really cosy and comfortable. However, the waiter and waitress doesn’t seem to know anything in the cafe. Eg Do not know soup of the day, do not know what is the menu. Ordered their soup of the day but the spaghetti arrived was not cooked. Asked the waiter and he informed that he would check with the Chef but he avoided me after that. Went forward to pay the bill after my meal but he still do not have any answer. Was addressed by one of the manager that the spaghetti in minestrone soup should have been al dente. Overall, I felt like the waiter and waitress have no idea what is happening in the cafe and is constantly avoiding and probably hoping I’ll forget about the problem. Lol.",-1,0
Afterglow by Anglow,"Healthy, International",900jakobs,3,"I had the brown rice burger and we shared Saigon rolls. It was a bit tasteless and quite a small portion considering the price. Their beetroot, apple and ginger juice was great.",0,0
Oso Ristorante,"Mediterranean, Northern-Italian",Haebee,3,"We came for dinner on a Saturday evening. Service is good, the chef is humourous and personable. The ambience is friendly and cosy, yet spacious. The food was rather disappointing - the lobster tail was too salty, the foie-gras could be much better prepared, the ",0,0
Mellben Seafood,"Chinese, Seafood",matisseur,3,"It's our usual Sunday out for dinner and we decided to give Mellben a try. We arrived around 6:45 pm and there was already a queu snaking around the shop. I had protests from the kids about the long queue but we persisted. Eventually, we ",0,0
Candlenut,"Asian, Singaporean",MIchael B,5,This restaurant came highly recommended by our foodie friends who we always consult when visiting Asia and they were 100% correct.  We had two of the signature curry dishes (the chicken one and the crab one) and both were delicious.  There was a very tempting,1,1
Shangri-la's Rasa Sentosa Resort Restaurants,$$ - $$$,robertianl,5,"The food selection at breakfast each morning was more than enough to get me started on my day with lots of fresh fruits, cereals & yoghurts. Dinner each evening was a buffet, with a different theme each night. The highlight of the weeks was the ",1,1
Going Om,"Fusion, Bar",chloeandthemoon,4,Going Om is great. The atmosphere is exactly what I love - pretty hippy. Such a nice vibe. Be prepared to wait a while and for them not to have exactly what you wanted but it’s 100% worth it. Food was incredible!!! They also had,1,0
Loo's Hainanese Curry Rice,"Chinese, Asian",JulianF584,3,"It's across from tiong bahru market.

We were there at 1130am and there was already a long queue waiting (u order from the stall .)

They serve hainanese curry rice (which is basically steam rice with a hainanese curry sauce poured on it). They have other ",0,1
No Signboard Seafood,"Chinese, Seafood",Manaty,1,"Finally reached to the restaurant at Esplanade and start to place order. The lady take order mentioned to me “there is no more Sri Lanka crab” 
？？？？

We reached at 7:15pm then no more??? 

She should have mentioned over the phone when she take a ",-1,-1
