Restaurant Name,Restaurant Type,Webpage
523. NUDE Seafood,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7359845-Reviews-NUDE_Seafood-Singapore.html
524. COCA Singapore - Leisure Park Kallang,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8449001-Reviews-COCA_Singapore_Leisure_Park_Kallang-Singapore.html
525. Mrs Pho,"Asian, Vietnamese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6678041-Reviews-Mrs_Pho-Singapore.html
526. Shisen Hanten,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5827343-Reviews-Shisen_Hanten-Singapore.html
527. Chock Full of Beans,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3932188-Reviews-Chock_Full_of_Beans-Singapore.html
528. Lucky Chicken Rice,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6878544-Reviews-Lucky_Chicken_Rice-Singapore.html
529. Piedra Negra,"Mexican, Latin",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2209657-Reviews-Piedra_Negra-Singapore.html
530. The Dragon Chamber,"Chinese, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17391395-Reviews-The_Dragon_Chamber-Singapore.html
531. Taste Paradise,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7316832-Reviews-Taste_Paradise-Singapore.html
532. Escape Restaurant & Lounge,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7938187-Reviews-Escape_Restaurant_Lounge-Singapore.html
533. Open Farm Community,Fusion,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8377044-Reviews-Open_Farm_Community-Singapore.html
534. Nassim Hill Bakery,"Cafe, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4013239-Reviews-Nassim_Hill_Bakery-Singapore.html
535. Crossings Cafe,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429868-Reviews-Crossings_Cafe-Singapore.html
536. Hakumai Sushi and Omakase,Japanese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4071354-Reviews-Hakumai_Sushi_and_Omakase-Singapore.html
537. Brotzeit (Raffles City),"German, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4327551-Reviews-Brotzeit_Raffles_City-Singapore.html
538. Beni,"French, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8686154-Reviews-Beni-Singapore.html
539. Luka ITALIAN - DINING / PIZZA / BAR,"Japanese, Italian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12553373-Reviews-Luka_ITALIAN_DINING_PIZZA_BAR-Singapore.html
540. Hard Rock Cafe,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948772-Reviews-Hard_Rock_Cafe-Singapore.html
541. Pietrasanta,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1061438-Reviews-Pietrasanta-Singapore.html
542. L'Angelus,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d788966-Reviews-L_Angelus-Singapore.html
543. 1-V:U,"Bar, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19987373-Reviews-1_V_U-Singapore.html
544. RedDot Brewhouse,"European, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4507889-Reviews-RedDot_Brewhouse-Singapore.html
545. Beef Yakiniku Dining Yakiniquest,"Barbecue, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8114704-Reviews-Beef_Yakiniku_Dining_Yakiniquest-Singapore.html
546. Trattoria da Mimmo,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12162327-Reviews-Trattoria_da_Mimmo-Singapore.html
547. Bar Bar Black Sheep,"Indian, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1869971-Reviews-Bar_Bar_Black_Sheep-Singapore.html
548. Mangiamo Pizzeria,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11952408-Reviews-Mangiamo_Pizzeria-Singapore.html
549. Machan's Kitchen,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12911708-Reviews-Machan_s_Kitchen-Singapore.html
550. Full of Luck Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10514621-Reviews-Full_of_Luck_Restaurant-Singapore.html
551. JUMBO Seafood (ION Orchard),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15615030-Reviews-JUMBO_Seafood_ION_Orchard-Singapore.html
552. Le Petit Chef - Singapore,"Chinese, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19113494-Reviews-Le_Petit_Chef_Singapore-Singapore.html
553. The Banana Leaf Apolo,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d739223-Reviews-The_Banana_Leaf_Apolo-Singapore.html
554. Buona Terra,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4163796-Reviews-Buona_Terra-Singapore.html
555. Baja Fresh,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8051016-Reviews-Baja_Fresh-Singapore.html
557. Nouri,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12799962-Reviews-Nouri-Singapore.html
558. Atrium,"Bar, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2079541-Reviews-Atrium-Singapore.html
559. Szechuan Court,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d785551-Reviews-Szechuan_Court-Singapore.html
560. Anjappar Authentic Chettinaad Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1020699-Reviews-Anjappar_Authentic_Chettinaad_Restaurant-Singapore.html
Kafe Utu,"African, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15777356-Reviews-Kafe_Utu-Singapore.html
562. Annalakshmi,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1100181-Reviews-Annalakshmi-Singapore.html
563. Dallas Restaurant & Bar (Boat Quay),"Bar, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1018174-Reviews-Dallas_Restaurant_Bar_Boat_Quay-Singapore.html
564. IZY Dining & Bar,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4581047-Reviews-IZY_Dining_Bar-Singapore.html
565. Jumbo Seafood (Jewel Changi Aiport),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17345978-Reviews-Jumbo_Seafood_Jewel_Changi_Aiport-Singapore.html
566. Saveur,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9727640-Reviews-Saveur-Singapore.html
568. Tanglin Club,"European, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856497-Reviews-Tanglin_Club-Singapore.html
569. Ippudo Singapore,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1605388-Reviews-Ippudo_Singapore-Singapore.html
570. Cafe Mosaic,"Singaporean, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2020064-Reviews-Cafe_Mosaic-Singapore.html
The Lobby Lounge,Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12594724-Reviews-The_Lobby_Lounge-Singapore.html
571. Kampong Glam Cafe,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4306995-Reviews-Kampong_Glam_Cafe-Singapore.html
572. Boruto,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8649765-Reviews-Boruto-Singapore.html
573. Alba 1836 Wine Bar & Restaurant,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7254819-Reviews-Alba_1836_Wine_Bar_Restaurant-Singapore.html
574. Loy Kee Best Chicken Rice Singapore,"Chinese, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1109002-Reviews-Loy_Kee_Best_Chicken_Rice_Singapore-Singapore.html
575. Madame Fan,"Chinese, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14056008-Reviews-Madame_Fan-Singapore.html
576. Lingzhi Vegetarian,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146782-Reviews-Lingzhi_Vegetarian-Singapore.html
577. Whampoa Food Center,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d808923-Reviews-Whampoa_Food_Center-Singapore.html
578. Hillman Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1127889-Reviews-Hillman_Restaurant-Singapore.html
579. Changi Village Market Hawker Centre,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12934535-Reviews-Changi_Village_Market_Hawker_Centre-Singapore.html
580. Spring Court Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1128585-Reviews-Spring_Court_Restaurant-Singapore.html
581. Suju Japanese Restaurant,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1965940-Reviews-Suju_Japanese_Restaurant-Singapore.html
582. People's Park Centre,"Asian, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4344744-Reviews-People_s_Park_Centre-Singapore.html
583. 13% Gastro Wine,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10804393-Reviews-13_Gastro_Wine-Singapore.html
584. Xin Cuisine Chinese restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3331968-Reviews-Xin_Cuisine_Chinese_restaurant-Singapore.html
585. Flying Monkey,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12035903-Reviews-Flying_Monkey-Singapore.html
586. Renga-ya,"Wine Bar, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10831563-Reviews-Renga_ya-Singapore.html
587. Ginza Itsuki,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8538267-Reviews-Ginza_Itsuki-Singapore.html
588. Sinfonia Ristorante,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14192820-Reviews-Sinfonia_Ristorante-Singapore.html
589. Clinton St. Baking Company & Restaurant,"American, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9863795-Reviews-Clinton_St_Baking_Company_Restaurant-Singapore.html
590. Wang Dae Bak Korean Bbq Restaurant,"Barbecue, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7713230-Reviews-Wang_Dae_Bak_Korean_Bbq_Restaurant-Singapore.html
591. British Indian Curry Hut,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6867149-Reviews-British_Indian_Curry_Hut-Singapore.html
592. Zion Road Food Centre,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d796744-Reviews-Zion_Road_Food_Centre-Singapore.html
593. Thevar,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15306286-Reviews-Thevar-Singapore.html
594. Majestic Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d817156-Reviews-Majestic_Restaurant-Singapore.html
595. Starker Fresh Beer,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10478703-Reviews-Starker_Fresh_Beer-Singapore.html
596. Super Loco,"Mexican, Latin",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6987575-Reviews-Super_Loco-Singapore.html
597. Pollen,Mediterranean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3331207-Reviews-Pollen-Singapore.html
598. Tim Ho Wan,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4129601-Reviews-Tim_Ho_Wan-Singapore.html
599. Ya Kun Kaya Toast,"Singaporean, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5420564-Reviews-Ya_Kun_Kaya_Toast-Singapore.html
600. Flight Bar & Lounge,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10078176-Reviews-Flight_Bar_Lounge-Singapore.html
601. Madras New Woodlands,Indian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146789-Reviews-Madras_New_Woodlands-Singapore.html
602. Baci Baci,Italian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7937301-Reviews-Baci_Baci-Singapore.html
603. Koon Bak Kut Teh Cafe,"Bar, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12636290-Reviews-Koon_Bak_Kut_Teh_Cafe-Singapore.html
604. Imperial Treasure Fine Shanghai Cuisine,Chinese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4355576-Reviews-Imperial_Treasure_Fine_Shanghai_Cuisine-Singapore.html
605. IndoChili - Halal Indonesian Restaurant,"Singaporean, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4355646-Reviews-IndoChili_Halal_Indonesian_Restaurant-Singapore.html
606. Rang Mahal,Indian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806890-Reviews-Rang_Mahal-Singapore.html
607. Oasis,"Barbecue, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1513718-Reviews-Oasis-Singapore.html
608. Kebabs and Curries,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4056339-Reviews-Kebabs_and_Curries-Singapore.html
609. Prive Tiong Bahru,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19331074-Reviews-Prive_Tiong_Bahru-Singapore.html
610. Metropolitan YMCA Restaurant,"Asian, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5792082-Reviews-Metropolitan_YMCA_Restaurant-Singapore.html
611. Southbridge,"Bar, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7288773-Reviews-Southbridge-Singapore.html
612. Comida Mexicana,Mexican,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806478-Reviews-Comida_Mexicana-Singapore.html
613. Idlewild,"Bar, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17383801-Reviews-Idlewild-Singapore.html
614. All The Batter - Avocado & Natural Foods,"Cafe, Healthy",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12596084-Reviews-All_The_Batter_Avocado_Natural_Foods-Singapore.html
615. 8 Korean BBQ,"Asian, Korean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11726397-Reviews-8_Korean_BBQ-Singapore.html
616. BBR By Alain Ducasse,"Bar, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1143677-Reviews-BBR_By_Alain_Ducasse-Singapore.html
617. Raffles Courtyard,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569776-Reviews-Raffles_Courtyard-Singapore.html
618. Fook Kin,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15211156-Reviews-Fook_Kin-Singapore.html
619. Dallas Cafe & Bar,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12546290-Reviews-Dallas_Cafe_Bar-Singapore.html
620. Iggy's,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d797615-Reviews-Iggy_s-Singapore.html
621. Yum Cha Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d807653-Reviews-Yum_Cha_Restaurant-Singapore.html
622. Boon Tong Kee,"Singaporean, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856138-Reviews-Boon_Tong_Kee-Singapore.html
623. Shish Mahal Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856069-Reviews-Shish_Mahal_Restaurant-Singapore.html
624. The Beast,"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6539722-Reviews-The_Beast-Singapore.html
625. Crystal Jade Palace,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7195162-Reviews-Crystal_Jade_Palace-Singapore.html
626. Dian Xiao Er,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d883349-Reviews-Dian_Xiao_Er-Singapore.html
627. My Little Spanish Place,"European, Spanish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4209928-Reviews-My_Little_Spanish_Place-Singapore.html
628. Fuego Bar & Kitchen Singapore,"Mexican, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15768506-Reviews-Fuego_Bar_Kitchen_Singapore-Singapore.html
629. Koon Bak Kut Teh,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10371340-Reviews-Koon_Bak_Kut_Teh-Singapore.html
630. Luke's Oyster Bar & Chop House,"American, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8599788-Reviews-Luke_s_Oyster_Bar_Chop_House-Singapore.html
631. Kitchen by Food Rebel,"Healthy, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10043558-Reviews-Kitchen_by_Food_Rebel-Singapore.html
632. White Label Records & Bar,"Fusion, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15221201-Reviews-White_Label_Records_Bar-Singapore.html
633. Gokul Vegetarian,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2628156-Reviews-Gokul_Vegetarian-Singapore.html
634. Cicheti,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5420623-Reviews-Cicheti-Singapore.html
635. Hajah Maimunah Restaurant,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338685-Reviews-Hajah_Maimunah_Restaurant-Singapore.html
636. Yoshi Restaurant,Japanese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3456034-Reviews-Yoshi_Restaurant-Singapore.html
637. Folklore,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12879946-Reviews-Folklore-Singapore.html
639. Amaravati,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9803920-Reviews-Amaravati-Singapore.html
640. Chin Lee Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d802738-Reviews-Chin_Lee_Restaurant-Singapore.html
641. nomVnom,Fast food,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9803563-Reviews-NomVnom-Singapore.html
642. Indocafe the White House,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2490018-Reviews-Indocafe_the_White_House-Singapore.html
643. PX Hainanese Chicken Rice,"Chinese, Fast food",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13396286-Reviews-PX_Hainanese_Chicken_Rice-Singapore.html
644. Bee's Knees at The Garage,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12229759-Reviews-Bee_s_Knees_at_The_Garage-Singapore.html
645. Yhingthai Palace Restaurant Pte Ltd,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d805819-Reviews-Yhingthai_Palace_Restaurant_Pte_Ltd-Singapore.html
646. Sarnies,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3436601-Reviews-Sarnies-Singapore.html
647. Da Shi Jia Big Prawn Mee,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15355678-Reviews-Da_Shi_Jia_Big_Prawn_Mee-Singapore.html
648. My Little Tapas Bar,"European, Spanish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6735407-Reviews-My_Little_Tapas_Bar-Singapore.html
649. Geylang Lor 9 Fresh Frog Leg Porridge,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7362135-Reviews-Geylang_Lor_9_Fresh_Frog_Leg_Porridge-Singapore.html
650. Shimbashi Soba,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948792-Reviews-Shimbashi_Soba-Singapore.html
651. Sitara Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856418-Reviews-Sitara_Restaurant-Singapore.html
652. The Drawing Room,French,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3570321-Reviews-The_Drawing_Room-Singapore.html
653. Bel Mondo,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3199007-Reviews-Bel_Mondo-Singapore.html
654. NAMI Restaurant and Bar,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12562760-Reviews-NAMI_Restaurant_and_Bar-Singapore.html
655. No Signboard Seafood,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d786072-Reviews-No_Signboard_Seafood-Singapore.html
656. Yellow Pot Tanjong Pagar,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14173307-Reviews-Yellow_Pot_Tanjong_Pagar-Singapore.html
657. Foc Pim Pam,"Mediterranean, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11805182-Reviews-Foc_Pim_Pam-Singapore.html
658. Vespetta Italian Restaurant,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11851219-Reviews-Vespetta_Italian_Restaurant-Singapore.html
659. Ushidoki Wagyu Kaiseki,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877160-Reviews-Ushidoki_Wagyu_Kaiseki-Singapore.html
660. Thanying Restaurant (Amara Hotel Lvl 2),"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1024424-Reviews-Thanying_Restaurant_Amara_Hotel_Lvl_2-Singapore.html
661. Hong Lim Complex,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1145155-Reviews-Hong_Lim_Complex-Singapore.html
662. Ma Maison,"Asian, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775943-Reviews-Ma_Maison-Singapore.html
663. Sufood Singapore,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7004037-Reviews-Sufood_Singapore-Singapore.html
664. Five Star Hainanese Chicken Rice,"Chinese, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1145075-Reviews-Five_Star_Hainanese_Chicken_Rice-Singapore.html
665. Red House,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7295351-Reviews-Red_House-Singapore.html
666. Imperial Treasure Fine Chinese Cuisine,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1788562-Reviews-Imperial_Treasure_Fine_Chinese_Cuisine-Singapore.html
667. Nanjing Impressions,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12018141-Reviews-Nanjing_Impressions-Singapore.html
668. Rumah Makan Minang,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2148468-Reviews-Rumah_Makan_Minang-Singapore.html
669. RedDot BrewHouse Dempsey,"European, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1015705-Reviews-RedDot_BrewHouse_Dempsey-Singapore.html
670. Miam Miam,"Singaporean, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6618549-Reviews-Miam_Miam-Singapore.html
671. Haidilao Hot Pot,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13827724-Reviews-Haidilao_Hot_Pot-Singapore.html
672. Ang Moh Dumplings,"Russian, Eastern European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18815900-Reviews-Ang_Moh_Dumplings-Singapore.html
673. The Coastal Settlement,"Bar, Diner",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3707007-Reviews-The_Coastal_Settlement-Singapore.html
674. Naked Finn,Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3958828-Reviews-Naked_Finn-Singapore.html
675. The Masses Singapore,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12491190-Reviews-The_Masses_Singapore-Singapore.html
676. East Coast Lagoon Food Centre,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775153-Reviews-East_Coast_Lagoon_Food_Centre-Singapore.html
677. Shinzo Japanese Cuisine,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6414839-Reviews-Shinzo_Japanese_Cuisine-Singapore.html
678. The Glass Onion,"Grill, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12872892-Reviews-The_Glass_Onion-Singapore.html
679. Noodle Man,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7395732-Reviews-Noodle_Man-Singapore.html
680. Hamburg Steak Keisuke,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12242952-Reviews-Hamburg_Steak_Keisuke-Singapore.html
681. Kith Cafe Robertson Quay,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538723-Reviews-Kith_Cafe_Robertson_Quay-Singapore.html
682. Marine Parade Laksa,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6904694-Reviews-Marine_Parade_Laksa-Singapore.html
683. Lucha Loco,"Mexican, Latin",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8705318-Reviews-Lucha_Loco-Singapore.html
684. leopold,"Wine Bar, Austrian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6692349-Reviews-Leopold-Singapore.html
685. Long Phung Vietnamese Restaurant,"Asian, Vietnamese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4470679-Reviews-Long_Phung_Vietnamese_Restaurant-Singapore.html
686. 18 Hours,"Chinese, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15612981-Reviews-18_Hours-Singapore.html
687. Ramen Keisuke Tori King,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430605-Reviews-Ramen_Keisuke_Tori_King-Singapore.html
688. Golden Mile Food Centre,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9735073-Reviews-Golden_Mile_Food_Centre-Singapore.html
689. Merchants,"Wine Bar, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4997941-Reviews-Merchants-Singapore.html
690. Kazu Sumiyaki,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d786073-Reviews-Kazu_Sumiyaki-Singapore.html
691. ABC Brickworks Market & Food Centre,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7322828-Reviews-ABC_Brickworks_Market_Food_Centre-Singapore.html
692. Extra Virgin Pizza,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431145-Reviews-Extra_Virgin_Pizza-Singapore.html
693. Por Kee Eating House,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2433971-Reviews-Por_Kee_Eating_House-Singapore.html
694. Hutong Northern Chinese Cuisine,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4131437-Reviews-Hutong_Northern_Chinese_Cuisine-Singapore.html
695. Thai Accent,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1022907-Reviews-Thai_Accent-Singapore.html
697. Le Noir,"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d786003-Reviews-Le_Noir-Singapore.html
